model,year,variable,run,question_text,options,prompt,response,response_clean
chatgpt,1982,abrape,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,"1. Yes
2. No","It is now 1982. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
chatgpt,1982,abrape,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,"1. Yes
2. No","It is now 1982. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
chatgpt,1982,abrape,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,"1. Yes
2. No","It is now 1982. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
chatgpt,1982,absingle,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 1982. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
chatgpt,1982,absingle,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 1982. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
chatgpt,1982,absingle,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 1982. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
chatgpt,1982,absingle,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 1982. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
chatgpt,1982,absingle,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 1982. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
chatgpt,1987,abany,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 1987. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
chatgpt,1987,abany,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 1987. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
chatgpt,1987,abany,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 1987. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
